,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
290,0,4,24,2,0,3,3,3,4,0,4,1,4,2439,3,4,10,0,3,6,1,0,2,0,0,9,4,43,160000,909177100
291,5,5,24,1,0,3,2,5,3,894,0,1,4,1666,1,4,7,1,2,6,1,0,0,0,156,9,4,79,100000,909250030
293,5,5,6,5,371,2,0,2,3,1528,0,1,4,2133,1,4,8,2,5,0,3,1,2,0,0,9,4,69,257500,909281080
295,12,5,6,5,0,0,4,5,3,1152,0,1,4,2340,2,2,9,2,2,0,2,1,2,0,60,9,4,69,266500,909427230
296,2,5,6,5,0,2,2,2,0,1902,4,1,4,1902,2,0,7,2,5,0,0,2,2,0,207,9,4,51,334000,909428280
297,10,5,6,5,44,3,2,2,3,423,0,1,4,1652,2,2,6,0,3,2,2,2,2,0,0,9,4,16,203135,909452114
299,3,6,1,8,0,2,1,2,0,1191,2,1,4,1191,2,2,5,1,5,0,3,2,2,112,81,9,4,21,162500,909455040
300,2,5,6,5,0,3,1,5,3,1501,4,1,4,1801,2,4,6,2,5,0,0,2,2,0,54,9,4,51,289000,909475140
301,5,6,11,2,0,3,0,5,3,796,2,1,4,1154,1,2,7,0,3,4,3,1,0,0,96,9,4,88,125500,910202060
303,5,6,11,0,0,3,0,5,2,629,1,1,4,1107,1,4,5,0,3,4,3,1,2,0,56,0,4,89,110000,910205120
305,5,1,11,2,0,3,4,5,2,859,2,1,4,1178,1,4,7,0,3,4,2,1,0,68,0,9,0,110,102776,911202100
306,2,1,11,1,0,1,1,5,0,540,4,0,0,1044,1,1,4,0,3,1,3,2,0,0,0,9,2,58,85000,911204090
309,13,5,14,8,0,2,2,2,3,1049,0,1,4,1916,2,2,8,1,5,0,3,3,2,0,70,9,4,12,254900,914467040
311,2,5,14,5,0,2,2,0,3,1560,0,1,4,1560,2,2,7,0,3,0,0,2,2,100,150,9,4,7,201000,914476520
313,0,5,14,0,0,3,1,5,3,1958,4,1,4,2048,3,4,9,0,3,5,3,2,2,0,0,3,4,34,170000,914478110
314,2,5,26,1,0,3,1,5,0,747,4,1,4,1687,1,4,7,2,5,4,3,2,0,0,0,9,4,62,160000,916125360
315,2,5,26,5,60,2,2,2,3,1336,0,1,4,1346,2,2,6,1,5,0,0,3,2,100,48,9,4,2,220000,916386010
316,2,5,26,5,0,2,2,2,3,1214,0,1,4,1214,2,2,6,0,3,0,2,2,2,0,25,6,5,1,179781,916386020
317,13,5,26,1,0,3,2,2,3,384,2,1,4,1444,2,4,7,0,3,2,0,2,2,100,0,9,4,4,174000,916386060
318,13,5,26,8,84,2,2,0,3,774,0,1,4,1968,2,0,8,1,2,2,0,3,2,0,75,6,5,1,269500,916386090
319,13,5,26,5,44,2,2,2,3,817,0,1,4,1894,2,2,8,1,2,2,0,2,2,0,40,9,4,8,214900,916455170
320,13,5,26,8,0,2,2,2,3,967,0,1,4,1908,2,2,9,0,3,0,0,2,2,135,0,9,4,8,202900,916475110
321,2,5,26,3,0,0,2,0,1,2002,0,1,4,2018,2,0,10,1,2,0,0,3,2,144,76,9,4,2,334000,921128020
323,2,5,14,1,0,3,2,0,0,1430,0,1,4,1430,2,2,7,0,3,0,2,2,2,0,0,9,4,6,173500,923202105
324,0,5,14,0,0,3,1,5,0,912,4,1,4,1824,2,4,8,0,3,6,1,0,2,128,0,9,4,39,139000,923204150
326,14,6,13,2,0,3,1,5,3,546,4,1,4,1092,1,4,6,0,3,0,2,1,2,120,96,9,4,37,85000,923225300
330,8,6,13,2,0,3,1,2,0,630,0,1,4,848,1,4,3,0,3,6,1,0,2,96,24,9,4,38,85000,923226320
334,2,5,14,1,189,3,1,5,3,1188,4,1,4,1188,1,4,6,0,3,0,3,1,1,261,39,9,4,48,157900,923251080
335,2,5,14,1,0,3,1,2,2,833,4,1,4,848,1,2,5,0,3,0,3,2,2,431,0,9,4,26,149900,923276030
336,0,5,14,1,0,3,2,5,3,1216,2,1,4,2432,4,4,10,0,3,0,3,2,2,200,0,9,4,25,159000,923276250
338,5,5,14,1,0,3,1,5,0,864,4,1,4,1479,2,4,8,0,3,0,0,1,2,287,0,9,4,41,161000,924100050
339,2,5,14,8,0,2,2,2,1,1679,0,1,4,1803,2,2,6,2,5,0,3,2,2,129,64,9,4,16,285000,924151040
342,2,5,15,0,440,3,1,5,3,1434,4,1,4,1434,2,4,7,1,2,0,2,2,2,80,21,9,4,36,157000,526351100
344,13,5,8,0,0,3,2,2,3,945,0,1,4,1608,2,4,7,1,5,0,0,2,2,252,30,9,4,13,189500,527105070
345,13,5,8,8,188,2,2,2,1,1008,0,1,4,2283,2,2,9,1,2,2,0,3,2,120,46,9,4,7,270000,527105130
346,10,5,8,5,32,3,2,2,3,384,2,1,4,1628,2,4,7,1,5,2,0,2,2,48,72,9,4,14,189000,527107130
347,2,5,8,3,160,0,2,0,1,1746,0,1,4,1746,2,0,7,2,2,0,0,3,2,201,39,9,4,4,334000,527108070
351,3,5,25,8,0,3,2,2,0,1418,0,1,4,1478,2,4,5,0,3,0,0,2,2,168,43,9,4,12,240000,527132090
352,3,5,25,8,0,2,2,2,3,1587,0,1,4,1734,2,2,6,0,3,0,2,2,2,52,50,9,4,15,239500,527146010
353,10,5,8,5,0,2,2,2,3,384,2,1,4,1382,2,4,7,1,5,2,0,2,2,256,0,9,4,12,177500,527161040
354,13,5,8,5,40,3,2,2,3,832,2,1,4,1718,2,4,7,1,5,0,0,2,2,0,94,9,4,12,185000,527162110
356,13,5,8,0,0,2,2,2,3,799,2,1,4,1571,2,4,7,1,5,0,2,2,2,0,40,9,4,17,178000,527163040
358,13,5,8,0,0,3,2,2,3,707,2,1,4,1516,2,2,7,1,5,0,0,2,2,0,46,9,4,16,181316,527163130
360,13,5,8,0,0,3,2,2,3,808,2,1,4,1593,2,4,7,1,5,2,2,2,2,342,40,9,4,18,178000,527164060
361,13,5,8,0,0,3,2,2,3,702,2,1,4,1481,2,4,6,1,5,0,0,2,2,0,36,9,4,16,174000,527164090
362,2,5,8,0,106,3,2,2,3,1158,2,1,4,1167,2,2,6,0,3,0,2,2,2,120,26,9,4,18,173000,527165130
363,13,5,8,5,344,2,2,2,3,978,0,1,4,1983,2,2,9,1,5,0,0,2,2,0,0,9,4,11,225000,527166010
364,2,5,8,5,0,3,2,2,3,1424,0,1,4,1442,2,4,5,0,3,0,2,2,2,0,34,9,4,20,180500,527180100
365,3,5,25,8,0,2,1,2,0,1220,2,1,4,1360,1,2,4,1,0,0,2,2,2,63,0,0,0,26,187500,527182110
366,2,5,25,3,748,0,2,0,3,2216,0,1,4,2234,2,0,9,1,2,0,0,3,2,0,60,6,5,2,334000,527214050
367,2,5,25,8,464,2,2,0,2,2046,0,1,4,2046,2,2,7,1,2,0,0,3,2,322,82,6,5,2,334000,527254020
368,2,5,25,5,16,2,2,0,0,1530,0,1,4,1530,2,2,7,1,2,0,0,2,2,168,36,9,4,5,260000,527258020
369,13,5,8,1,157,3,2,2,3,1122,0,1,4,1934,2,4,6,1,5,0,3,2,1,0,176,9,4,33,185000,527276160
370,13,5,19,5,278,2,1,2,3,845,4,1,4,2353,2,0,10,1,5,0,2,2,2,288,195,9,4,30,260000,527301320
371,2,5,19,0,0,3,1,2,3,1362,4,1,4,1586,2,4,7,1,5,0,3,2,2,192,0,9,4,31,181000,527302175
373,2,5,19,0,126,2,1,2,3,1602,2,1,4,1602,2,2,8,1,5,0,0,2,2,240,0,9,4,33,215000,527326150
375,2,5,19,0,101,3,2,5,3,1427,4,1,4,1671,2,4,7,1,5,0,2,2,2,252,55,9,4,32,200000,527353020
378,2,5,19,0,144,3,2,5,3,1140,2,1,4,1707,2,4,7,1,5,0,0,2,2,0,0,9,4,32,184000,527354200
380,2,5,19,5,206,3,1,2,3,1271,4,1,4,1601,2,4,7,1,5,0,2,2,2,0,0,0,0,32,157000,527356040
383,13,2,23,5,0,2,2,2,2,926,0,1,4,1884,2,0,7,1,0,0,2,2,2,0,35,9,4,7,240900,527364030
385,13,2,23,8,0,2,2,2,3,1058,0,1,4,1874,2,2,7,1,5,0,0,2,2,0,134,9,4,10,220000,527366030
386,13,2,23,8,0,2,2,2,3,972,0,1,4,1811,2,2,7,1,2,0,2,2,2,225,48,9,4,8,235000,527368010
387,2,5,19,1,161,3,1,2,0,1621,4,1,4,1621,2,4,7,2,1,0,2,2,2,0,0,9,4,35,213000,527375100
388,2,5,19,0,196,3,1,5,3,1116,0,1,4,1116,2,4,6,1,5,0,2,2,2,0,0,9,4,36,167900,527375180
389,2,5,19,5,0,3,1,5,3,1176,1,1,4,1193,2,4,5,1,5,0,3,2,2,40,0,9,4,35,158000,527375210
390,2,5,19,0,174,3,1,2,3,1064,4,1,4,1350,2,4,7,1,5,0,2,2,2,0,0,9,4,36,165000,527376100
391,10,5,19,0,333,3,1,5,3,689,4,1,4,2119,2,4,7,1,5,0,2,2,2,0,104,0,0,38,158000,527378140
392,0,5,15,1,0,3,1,2,3,896,4,1,4,1792,2,4,8,0,3,6,1,0,2,32,45,9,4,36,136000,527401160
394,2,5,15,0,0,3,1,5,3,1026,2,1,4,1026,1,2,5,0,3,4,2,2,2,171,48,9,4,41,156000,527403040
395,2,5,15,1,0,3,1,5,3,1180,4,1,4,1180,1,4,6,0,3,0,2,2,2,0,45,0,4,40,128000,527404020
396,2,5,15,1,178,3,1,2,3,1043,0,1,4,1050,1,4,6,0,3,0,3,1,2,0,0,9,4,39,143000,527404030
398,2,5,15,2,0,3,1,5,3,864,4,1,4,864,1,2,5,0,3,4,3,2,2,96,0,9,4,40,120500,527405160
399,2,5,15,2,0,3,1,5,3,864,0,1,4,864,1,4,5,0,3,4,3,2,2,0,0,9,4,40,124500,527405180
405,14,6,2,0,425,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,38,97000,527451540
407,14,6,2,1,268,3,1,5,3,630,4,1,4,1302,2,4,6,0,3,4,3,1,2,185,0,9,4,38,119500,527451650
408,3,5,16,0,0,3,1,2,3,958,4,1,4,958,2,4,5,0,3,0,2,2,2,0,60,9,4,34,143750,527452060
409,14,5,16,0,0,3,1,2,3,804,4,1,4,1548,2,4,7,1,5,4,2,2,2,108,0,9,4,34,146000,527453050
411,3,5,16,5,0,3,1,2,3,1057,4,1,4,1055,2,4,4,1,1,0,2,2,2,0,27,9,4,35,123000,527453140
412,14,5,16,0,0,3,1,5,3,855,4,1,4,1322,2,4,6,1,1,0,3,2,2,260,0,9,4,36,147000,527454050
413,14,5,16,0,0,3,1,2,3,855,4,1,4,1456,2,4,6,1,5,0,3,2,2,0,28,9,4,33,137900,527454130
414,14,5,16,0,0,3,1,2,3,804,4,1,4,1548,2,4,7,1,5,4,3,2,2,108,0,9,4,32,147000,527455050
415,14,5,16,0,0,3,1,5,3,855,4,1,4,1441,2,4,7,1,5,0,3,2,2,28,0,9,4,32,148500,527455060
417,3,5,16,5,0,3,1,5,3,836,4,1,4,848,1,4,5,0,3,0,3,1,2,150,20,9,4,34,128500,527455090
418,2,5,15,1,60,3,1,5,3,892,4,1,4,892,1,4,5,0,3,0,2,1,2,0,0,9,4,43,100000,527455240
419,2,5,15,1,165,2,2,5,3,864,0,1,4,1120,1,4,5,1,5,0,2,2,2,0,162,9,4,44,148800,527455280
420,2,5,18,7,230,0,2,0,1,1700,0,1,4,1718,2,0,7,1,2,0,0,3,2,216,48,9,4,4,334000,528102040
422,13,5,18,3,860,0,2,0,3,1926,0,1,4,2439,3,0,11,2,2,2,0,3,2,144,78,6,5,2,334000,528104070
423,2,5,18,7,200,0,2,0,1,3094,0,1,4,2402,2,0,10,2,2,0,0,3,2,0,72,9,4,2,334000,528106020
424,2,5,18,3,300,2,2,0,3,1652,0,1,4,1652,2,0,6,2,0,0,0,2,2,404,102,9,4,4,325000,528106070
426,2,5,18,8,306,0,2,0,3,2042,0,1,4,2042,2,0,8,1,2,0,2,3,2,0,90,6,5,2,253293,528108020
427,13,5,18,3,0,2,2,0,3,1365,0,1,4,2439,2,0,8,1,2,0,2,3,2,0,197,6,5,1,334000,528108040
428,13,5,18,3,154,0,2,0,0,1104,0,1,4,2184,2,0,10,1,2,0,0,3,2,0,102,9,4,2,334000,528108070
429,2,5,18,3,450,0,2,0,0,2020,0,1,4,2020,2,0,7,1,2,0,2,3,2,192,98,9,4,2,334000,528108130
430,2,5,18,7,305,0,1,0,3,2006,0,1,4,2020,2,0,9,1,2,0,0,3,2,156,54,6,5,1,334000,528108140
432,2,5,18,7,472,0,2,0,1,2630,0,1,4,2439,2,0,8,2,2,0,0,3,2,360,50,9,4,3,334000,528110020
433,13,5,18,3,424,0,2,0,1,1734,0,1,4,2439,3,0,12,1,2,2,2,3,2,52,170,6,5,2,334000,528110090
434,2,5,18,3,302,0,2,0,3,1736,0,1,4,1736,2,0,7,1,2,0,2,3,2,319,90,9,4,2,334000,528112040
435,2,5,18,8,238,2,2,0,1,1782,0,1,4,1782,2,2,7,2,2,0,0,3,2,99,82,9,4,6,296000,528116010
436,13,5,18,8,20,2,2,0,0,1508,0,1,4,2439,2,0,10,1,2,2,0,3,2,192,273,9,3,3,334000,528118060
437,2,5,18,8,250,2,2,0,0,1709,0,1,4,1717,2,2,7,1,2,0,2,3,2,169,39,9,4,4,255500,528120020
440,2,5,18,3,122,2,2,0,0,1504,0,1,4,1531,2,0,6,1,2,0,0,3,2,184,52,9,4,4,300000,528120170
441,2,5,18,3,285,0,2,0,3,1774,0,1,4,1808,2,0,7,1,2,0,0,3,2,200,26,9,4,2,324000,528138010
443,2,5,18,8,42,2,2,0,2,1836,0,1,4,1836,2,2,7,1,2,0,0,3,2,125,185,9,4,6,280000,528142090
444,2,5,18,8,296,2,2,2,3,3206,0,1,4,1629,2,2,7,1,2,0,2,3,2,0,0,9,4,7,284000,528142130
446,2,5,18,5,268,2,2,2,3,1502,0,1,4,1502,2,2,7,0,3,0,2,2,2,0,114,6,5,1,233170,528144020
447,2,5,18,7,922,0,2,0,1,2392,0,1,4,2392,2,0,8,1,0,0,0,3,2,248,105,9,4,7,334000,528166060
449,13,5,18,8,186,2,2,2,3,1082,0,1,4,2400,3,2,10,1,2,2,0,3,2,114,40,9,4,7,290000,528168030
450,2,5,18,8,383,2,2,2,3,1598,2,1,4,1606,2,2,6,1,2,0,2,3,2,230,60,9,4,4,255900,528172060
451,3,5,18,0,240,2,2,2,0,1358,0,1,4,1358,2,2,6,1,2,0,2,2,2,192,36,9,4,5,213000,528174050
452,3,5,18,0,135,2,2,2,0,1306,0,1,4,1306,2,2,5,1,2,0,2,2,2,170,63,9,4,5,196000,528174060
454,3,5,18,5,176,2,2,2,3,1350,0,1,4,1358,2,2,6,1,2,0,2,2,2,192,26,9,4,3,212500,528175050
455,3,5,18,5,166,2,2,2,3,1314,0,1,4,1314,2,2,6,1,2,0,2,2,2,172,62,9,4,3,230000,528175060
456,2,5,18,7,730,0,2,0,1,2492,0,1,4,2439,2,0,8,1,0,0,0,3,2,226,235,9,0,6,334000,528176030
457,2,5,18,8,470,2,2,0,1,2200,0,1,4,2200,2,0,8,1,2,0,0,3,2,208,55,9,4,7,334000,528178010
458,3,5,18,3,308,0,2,0,3,1884,0,1,4,1884,2,0,6,1,2,0,0,2,2,231,90,6,5,2,320000,528180120
459,3,5,18,3,500,0,2,0,3,1451,0,1,4,1456,2,0,6,1,2,0,2,2,2,192,42,9,4,2,248500,528180130
460,2,5,18,8,270,2,2,0,1,1712,0,1,4,1712,2,2,8,1,2,0,2,3,2,218,183,9,4,8,286500,528186010
463,14,5,18,5,106,2,2,2,3,764,0,1,4,1626,2,2,6,0,3,2,2,2,2,0,27,9,4,7,173000,528188060
464,13,5,8,5,0,2,2,2,3,728,0,1,4,1456,2,2,8,1,2,0,0,2,2,100,0,9,4,5,184000,528218090
465,13,5,8,0,0,2,2,2,0,745,0,1,4,1490,2,2,7,1,2,0,0,2,2,36,20,9,4,5,167800,528220040
469,3,5,0,5,130,2,2,2,3,1386,0,1,4,1569,2,2,7,1,5,0,2,3,2,143,20,9,4,3,175900,528228295
470,3,5,0,5,16,2,2,2,0,1373,0,1,4,1555,2,2,7,1,5,0,0,2,2,143,20,9,4,5,192500,528228435
471,3,5,0,5,16,2,2,2,3,1346,0,1,4,1504,2,2,7,1,2,0,0,2,2,156,0,9,4,5,181000,528228450
472,3,5,0,5,16,2,2,2,0,1220,0,1,4,1220,2,2,5,1,2,0,0,2,2,100,16,9,4,5,180000,528228455
473,3,5,0,5,11,2,2,2,3,1145,0,1,4,1145,2,2,5,1,2,0,0,2,2,100,16,9,4,5,160200,528228460
474,13,5,8,5,0,2,2,2,3,716,0,1,4,1432,2,2,6,1,2,0,0,2,2,100,51,9,4,6,188500,528235010
475,13,5,8,0,0,2,2,2,3,1010,0,1,4,2267,2,2,8,1,5,2,2,2,2,120,46,4,4,8,200000,528235090
477,13,5,8,5,200,2,2,2,3,868,0,1,4,1630,2,2,7,1,2,2,0,2,2,120,48,9,4,6,189500,528240030
478,10,5,8,8,0,2,2,2,3,408,0,1,4,1419,2,2,7,1,5,2,0,2,2,120,0,9,4,8,184100,528240060
483,13,5,8,5,0,2,2,2,3,952,0,1,4,2256,2,2,8,1,5,2,0,2,2,224,54,9,4,10,236000,528275070
487,13,5,8,0,16,3,2,2,3,982,0,1,4,1800,2,4,7,1,5,0,0,2,2,100,63,9,4,10,179000,528290120
489,10,5,8,5,0,3,2,2,3,384,0,1,4,1430,2,4,7,1,5,2,2,2,2,0,0,9,4,11,156000,528290190
490,13,5,8,5,210,2,2,2,3,1177,0,1,4,2312,2,2,8,1,5,2,0,3,2,298,0,9,4,11,245000,528292030
493,10,5,8,5,0,3,2,5,3,384,0,1,4,1430,2,4,7,1,5,2,0,2,2,0,0,9,4,11,168000,528294050
494,13,5,17,8,673,2,2,2,2,1252,0,1,4,2365,2,2,8,1,2,0,2,3,2,0,128,9,4,11,334000,528315090
495,13,5,17,8,506,2,2,2,3,1462,0,1,4,2439,2,0,9,1,5,0,0,3,2,0,146,9,4,15,334000,528321010
496,13,5,17,8,150,2,2,2,2,1455,0,1,4,2439,2,2,10,2,5,2,2,3,2,252,30,9,4,10,327000,528327070
497,13,5,17,8,731,2,2,2,2,1284,0,1,4,2439,2,2,7,1,5,0,0,3,2,0,126,9,4,12,334000,528344040
498,13,5,17,8,975,2,2,2,3,1225,0,1,4,2439,2,2,8,1,5,0,0,3,2,250,0,9,4,12,334000,528344100
500,2,5,17,8,634,2,2,2,0,2024,0,1,4,2063,2,2,7,2,2,0,0,3,2,182,56,9,4,16,315000,528363050
501,13,5,17,5,256,2,2,2,1,1347,0,1,4,2439,2,2,9,1,5,0,2,3,2,340,60,9,4,17,260000,528365070
502,13,5,17,5,286,2,2,2,3,1070,0,1,4,2061,2,2,7,1,5,0,0,2,2,296,102,9,4,15,260000,528385050
504,13,5,17,8,528,2,2,2,3,1629,0,1,4,2439,2,2,8,1,5,0,2,3,2,517,76,9,4,16,334000,528390100
505,13,5,17,5,0,2,2,2,3,973,0,1,4,1850,2,2,7,1,2,2,0,2,2,168,98,9,4,16,248000,528390210
506,2,5,23,8,72,2,2,2,3,1468,0,1,4,1468,2,2,6,1,2,0,0,3,2,210,150,6,5,2,244600,528427020
507,2,5,23,8,240,2,2,2,2,1696,0,1,4,1696,2,2,7,0,3,0,2,3,2,120,56,9,4,2,275000,528431020
511,2,5,23,8,206,2,2,0,0,1422,0,1,4,1432,2,2,7,1,2,0,0,2,2,297,50,9,4,4,245000,528439060
512,13,5,23,5,0,2,2,2,2,1113,0,1,4,1971,2,2,8,1,2,0,2,2,2,0,48,9,4,5,253000,528441020
513,2,5,23,3,198,0,2,0,1,2458,0,1,4,2439,2,0,9,2,2,0,0,3,2,70,226,9,4,5,334000,528441090
514,13,2,23,5,0,3,2,2,3,900,0,1,4,1852,2,2,7,1,5,0,2,2,2,168,108,6,5,1,252678,528456180
515,13,2,23,8,0,2,2,2,3,768,0,1,4,1590,2,2,6,0,3,0,2,2,2,0,30,9,4,2,210000,528456220
516,2,2,23,0,0,2,2,2,3,1218,0,1,4,1218,2,2,4,0,3,0,0,2,2,0,102,6,5,1,208300,528456240
518,2,2,23,8,72,2,2,2,2,1300,0,1,4,1314,2,2,6,0,3,0,2,2,2,135,112,6,5,1,229456,528458040
521,2,2,23,3,162,0,2,0,2,1766,0,1,4,1766,2,0,7,1,2,0,0,3,2,195,130,6,5,1,334000,528458160
522,2,2,23,8,238,2,2,2,3,1372,0,1,4,1448,2,2,6,1,2,0,2,2,2,0,140,9,4,4,238500,528458180
523,13,2,23,7,160,0,2,0,0,1017,0,1,4,2007,2,0,10,1,0,0,0,3,2,168,52,9,4,2,310000,528477050
524,13,2,23,8,121,2,2,0,3,900,0,1,4,1795,2,2,8,1,2,0,0,3,2,168,45,9,4,4,270000,528477070
525,13,2,23,8,0,2,2,2,2,1082,0,1,4,1953,2,2,9,1,2,0,2,3,2,160,50,9,4,5,252000,528480040
526,13,2,23,5,100,2,2,2,3,1092,0,1,4,1550,2,2,7,0,3,0,0,2,2,0,168,9,4,4,241000,528480130
527,2,2,23,8,288,2,2,2,3,1836,0,1,4,1836,2,2,8,1,2,0,0,2,2,0,175,6,5,2,264500,528480170
528,2,2,23,5,0,2,2,2,3,1652,0,1,4,1662,2,0,8,1,2,0,2,3,2,168,120,9,4,4,291000,528482040
529,13,2,23,5,0,2,2,2,3,912,0,1,4,2094,2,2,8,1,2,2,0,2,2,182,182,9,4,7,263000,528482130
530,2,2,23,5,0,2,2,2,3,1221,0,1,4,1221,2,2,6,0,3,0,2,2,2,0,113,9,4,6,185000,528488100
532,13,2,23,5,0,2,2,2,3,812,0,1,4,1653,2,2,6,0,3,0,2,2,2,0,45,9,4,7,209000,528490070
533,2,5,22,5,0,2,2,2,3,1218,0,1,4,1218,1,2,6,0,3,4,2,2,2,0,178,9,4,3,159000,531363010
534,2,5,22,5,0,2,2,2,3,1141,0,1,4,1141,1,2,6,0,3,4,2,2,2,182,0,9,4,4,152000,531363030
536,13,5,22,5,0,2,2,2,1,835,0,1,4,1812,2,2,8,0,3,2,2,2,2,146,91,9,4,6,193000,531369010
538,2,5,22,5,0,2,2,2,3,1176,0,1,4,1200,2,2,5,0,3,0,2,2,2,0,41,9,4,7,184900,531371050
539,2,5,22,5,0,2,2,2,3,1114,0,1,4,1114,1,2,6,0,3,4,3,2,2,248,102,9,4,6,159000,531375040
540,2,5,22,1,0,3,2,2,3,1114,0,1,4,1114,1,2,6,0,3,6,1,0,2,0,39,9,4,6,142000,531375090
541,2,5,22,1,0,3,2,2,3,1114,0,1,4,1114,2,2,6,0,3,4,3,2,2,0,42,9,4,7,153000,531375130
543,13,5,22,5,132,2,2,2,3,913,0,1,4,2122,2,2,8,1,5,0,2,2,2,0,74,9,4,14,220000,531379050
546,13,5,22,0,0,2,2,2,3,816,0,1,4,1730,2,2,6,0,3,0,2,2,2,0,91,9,4,18,171500,531450120
547,14,5,22,0,0,3,1,2,3,626,4,1,4,1217,1,4,6,1,5,0,2,1,2,0,28,9,4,30,120000,531452010
548,3,5,22,0,0,2,2,2,3,1332,2,1,4,1332,2,2,5,0,3,0,2,2,2,0,60,9,4,20,145000,531452070
550,13,5,22,0,141,3,1,2,3,676,4,1,4,1400,2,4,6,0,3,0,2,2,2,0,48,9,4,24,162000,531453100
551,0,5,22,0,0,3,3,3,4,0,4,1,4,1882,2,4,8,2,5,0,3,2,2,0,0,9,4,29,160000,531475220
552,2,4,22,2,0,1,1,5,3,721,2,1,4,848,1,4,4,0,3,3,3,1,0,250,0,9,4,60,85000,531477020
553,7,4,22,0,0,3,0,1,3,784,4,0,0,848,1,4,5,0,3,4,3,2,0,0,0,9,4,82,85000,531479020
556,2,5,21,1,0,3,1,5,3,864,0,1,4,864,1,4,5,0,3,4,3,2,2,0,312,9,4,49,141000,532354160
557,2,5,21,1,0,3,1,5,3,864,4,1,4,864,1,4,5,0,3,0,3,1,2,158,0,9,4,49,122000,532354230
558,2,5,21,1,0,3,1,5,3,1024,2,1,4,1020,2,4,5,0,3,0,3,1,2,171,0,7,3,45,124100,532376070
559,2,5,21,1,0,2,1,5,3,912,0,1,4,912,1,2,6,0,3,0,2,1,2,0,0,9,4,47,129000,532376110
562,2,5,21,1,60,3,1,5,3,912,2,1,4,912,1,4,6,0,3,0,3,1,2,0,0,9,4,48,123000,532378180
563,2,5,27,8,115,2,1,2,1,2014,2,1,4,2014,2,2,6,2,2,0,2,3,2,462,0,9,4,30,275000,532478020
566,14,2,23,0,76,2,2,2,0,612,0,1,4,1224,2,2,4,0,3,4,2,2,2,0,234,6,5,1,164500,533210010
567,14,2,23,0,76,2,2,2,0,612,0,1,4,1224,2,2,4,0,3,4,2,2,2,0,234,6,5,1,173733,533210020
570,14,2,23,0,894,3,2,2,3,729,2,1,4,1471,2,4,6,0,3,4,3,2,2,0,24,9,4,11,172500,533213040
571,14,2,23,0,513,2,2,2,3,756,0,1,4,1512,2,2,4,0,3,4,3,2,2,0,32,9,4,10,180000,533221040
573,14,2,23,8,456,2,2,2,3,970,0,1,4,1739,2,2,7,0,3,0,0,2,2,115,0,9,0,11,172500,533236050
574,2,5,27,8,450,0,1,2,1,1694,0,1,4,1694,2,0,5,1,2,0,0,2,2,501,120,9,4,33,318750,533252040
575,3,5,10,8,0,2,1,2,1,1226,4,1,4,1226,1,2,4,2,5,0,0,2,2,133,78,9,4,29,211500,533253070
578,2,5,21,2,0,3,1,5,3,1281,0,1,4,1620,2,4,8,1,5,0,3,2,2,120,78,9,4,34,150000,533352150
579,13,5,19,0,0,3,1,5,3,727,0,1,4,1556,1,4,8,0,3,0,3,2,2,0,0,9,4,42,154000,534125080
580,2,5,19,0,571,3,1,5,3,1442,4,1,4,1442,2,4,6,1,5,0,2,2,2,371,0,9,4,40,185000,534127130
581,2,5,19,0,0,3,1,5,3,1489,2,1,4,1489,2,2,7,1,2,0,2,2,2,0,0,9,4,42,185750,534127170
583,13,5,19,5,0,3,1,5,2,752,4,1,4,2067,2,2,7,2,5,0,2,2,2,297,40,9,4,36,206000,534128020
584,13,5,19,0,0,3,1,5,3,723,4,1,4,1395,1,4,6,1,5,0,3,2,2,294,116,9,4,38,162000,534128100
586,10,5,19,0,359,3,1,2,0,1680,1,1,4,1724,1,4,7,1,2,0,2,2,2,0,0,9,4,43,197900,534129080
587,2,5,19,1,128,3,1,2,2,1288,4,1,4,1336,2,4,6,1,1,0,2,2,2,312,11,9,4,41,163000,534129370
588,2,5,19,0,200,3,1,5,0,1216,4,1,4,1216,1,4,5,0,3,0,3,1,2,0,0,9,0,41,113000,534129380
590,2,5,19,0,360,3,1,2,3,1350,4,1,4,1334,2,4,6,1,5,0,2,2,2,0,16,9,4,33,167900,534152120
591,2,5,19,5,0,2,2,0,3,1650,0,1,4,1680,2,2,7,1,5,0,0,2,2,78,73,9,4,12,213250,534175080
592,13,5,19,8,0,2,2,2,3,810,0,1,4,1665,2,2,6,0,3,0,0,2,2,0,45,9,4,9,227000,534177230
595,2,5,15,1,0,3,1,5,3,925,0,1,4,925,1,4,5,0,3,4,3,1,2,0,0,9,4,45,117500,534226120
597,9,5,19,0,509,3,1,2,0,1232,1,1,4,1320,2,4,5,1,2,0,2,2,2,0,20,9,4,39,172500,534251030
