,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
293,5,5,6,5,371,2,0,2,3,1528,0,1,4,2133,1,4,8,2,5,0,3,1,2,0,0,9,4,69,257500,909281080
294,0,5,6,1,430,3,1,5,3,1032,0,1,4,2177,2,4,11,0,3,4,3,2,2,0,0,9,4,60,215000,909426080
297,10,5,6,5,44,3,2,2,3,423,0,1,4,1652,2,2,6,0,3,2,2,2,2,0,0,9,4,16,203135,909452114
298,3,6,1,8,0,2,1,2,1,982,2,1,4,1034,1,2,4,1,5,0,0,2,2,141,36,9,4,21,185000,909455030
299,3,6,1,8,0,2,1,2,0,1191,2,1,4,1191,2,2,5,1,5,0,3,2,2,112,81,9,4,21,162500,909455040
302,1,6,11,6,0,3,0,5,3,480,4,1,4,864,1,4,4,0,3,4,3,1,0,0,0,5,4,69,88250,910203250
303,5,6,11,0,0,3,0,5,2,629,1,1,4,1107,1,4,5,0,3,4,3,1,2,0,56,0,4,89,110000,910205120
304,5,1,11,2,0,3,1,5,3,698,4,1,0,1128,1,4,6,0,3,4,2,2,2,30,0,0,0,90,88250,911128180
308,3,6,6,8,186,2,2,0,1,1594,0,1,4,1646,2,2,5,1,2,0,0,2,2,128,53,9,4,6,246000,911370510
310,10,5,14,0,0,3,1,5,3,1243,4,1,4,1285,2,2,6,1,1,0,3,2,2,375,26,9,4,33,190000,914475090
311,2,5,14,5,0,2,2,0,3,1560,0,1,4,1560,2,2,7,0,3,0,0,2,2,100,150,9,4,7,201000,914476520
312,10,5,14,0,335,3,1,5,0,1012,4,1,4,1034,1,4,6,0,3,0,3,3,2,0,0,9,4,34,169900,914478045
315,2,5,26,5,60,2,2,2,3,1336,0,1,4,1346,2,2,6,1,5,0,0,3,2,100,48,9,4,2,220000,916386010
316,2,5,26,5,0,2,2,2,3,1214,0,1,4,1214,2,2,6,0,3,0,2,2,2,0,25,6,5,1,179781,916386020
317,13,5,26,1,0,3,2,2,3,384,2,1,4,1444,2,4,7,0,3,2,0,2,2,100,0,9,4,4,174000,916386060
318,13,5,26,8,84,2,2,0,3,774,0,1,4,1968,2,0,8,1,2,2,0,3,2,0,75,6,5,1,269500,916386090
321,2,5,26,3,0,0,2,0,1,2002,0,1,4,2018,2,0,10,1,2,0,0,3,2,144,76,9,4,2,335000,921128020
322,2,5,14,1,0,3,1,5,3,1068,4,1,4,1264,1,4,7,1,5,0,3,2,2,0,0,9,4,45,169000,923201020
325,2,5,14,1,0,3,2,2,3,1344,0,1,4,1344,2,4,7,1,2,0,3,2,2,328,0,9,4,11,166500,923205015
326,14,6,13,2,0,3,1,5,3,546,4,1,4,1092,1,4,6,0,3,0,2,1,2,120,96,9,4,37,88250,923225300
327,3,6,13,1,0,3,1,2,1,945,0,1,4,945,1,4,5,1,4,0,2,1,2,174,0,9,4,37,119500,923225390
331,14,6,13,2,0,3,1,5,3,546,0,1,4,1092,1,4,5,0,3,6,1,0,2,0,0,9,4,40,88250,923228270
332,14,6,13,2,0,3,1,5,3,546,4,1,4,1092,1,4,5,0,3,0,3,1,2,0,0,9,4,38,88250,923228370
334,2,5,14,1,189,3,1,5,3,1188,4,1,4,1188,1,4,6,0,3,0,3,1,1,261,39,9,4,48,157900,923251080
335,2,5,14,1,0,3,1,2,2,833,4,1,4,864,1,2,5,0,3,0,3,2,2,431,0,9,4,26,149900,923276030
336,0,5,14,1,0,3,2,5,3,1216,2,1,4,2432,4,4,10,0,3,0,3,2,2,200,0,9,4,25,159000,923276250
338,5,5,14,1,0,3,1,5,0,864,4,1,4,1479,2,4,8,0,3,0,0,1,2,287,0,9,4,41,161000,924100050
341,2,5,15,0,0,3,1,1,3,882,4,1,4,882,1,4,5,0,3,0,3,1,2,0,0,9,4,54,124500,526302110
343,10,5,15,8,0,2,1,2,1,1952,2,1,4,2468,2,0,9,3,5,0,0,2,2,269,111,9,4,38,335000,526355080
344,13,5,8,0,0,3,2,2,3,945,0,1,4,1608,2,4,7,1,5,0,0,2,2,252,30,9,4,13,189500,527105070
346,10,5,8,5,32,3,2,2,3,384,2,1,4,1628,2,4,7,1,5,2,0,2,2,48,72,9,4,14,189000,527107130
348,10,5,8,5,22,3,2,2,3,384,2,1,4,1474,2,4,7,1,5,2,0,2,2,120,72,9,4,15,168500,527110020
349,3,5,25,8,0,2,2,0,0,2208,0,1,4,2468,2,2,8,1,2,0,0,2,2,182,57,9,4,6,335000,527127100
350,3,5,25,8,0,2,2,2,3,1501,0,1,4,1659,2,0,5,1,0,0,0,2,2,212,59,9,4,10,278000,527131030
352,3,5,25,8,0,2,2,2,3,1587,0,1,4,1734,2,2,6,0,3,0,2,2,2,52,50,9,4,15,239500,527146010
353,10,5,8,5,0,2,2,2,3,384,2,1,4,1382,2,4,7,1,5,2,0,2,2,256,0,9,4,12,177500,527161040
354,13,5,8,5,40,3,2,2,3,832,2,1,4,1718,2,4,7,1,5,0,0,2,2,0,94,9,4,12,185000,527162110
355,13,5,8,0,0,2,2,2,3,952,2,1,4,1636,2,4,7,1,5,0,0,2,2,0,84,9,4,12,191000,527162120
356,13,5,8,0,0,2,2,2,3,799,2,1,4,1571,2,4,7,1,5,0,2,2,2,0,40,9,4,17,178000,527163040
358,13,5,8,0,0,3,2,2,3,707,2,1,4,1516,2,2,7,1,5,0,0,2,2,0,46,9,4,16,181316,527163130
359,2,5,8,0,45,3,2,2,3,1181,0,1,4,1190,2,2,6,1,5,0,3,2,2,0,21,9,4,17,166000,527164020
360,13,5,8,0,0,3,2,2,3,808,2,1,4,1593,2,4,7,1,5,2,2,2,2,342,40,9,4,18,178000,527164060
361,13,5,8,0,0,3,2,2,3,702,2,1,4,1481,2,4,6,1,5,0,0,2,2,0,36,9,4,16,174000,527164090
362,2,5,8,0,106,3,2,2,3,1158,2,1,4,1167,2,2,6,0,3,0,2,2,2,120,26,9,4,18,173000,527165130
364,2,5,8,5,0,3,2,2,3,1424,0,1,4,1442,2,4,5,0,3,0,2,2,2,0,34,9,4,20,180500,527180100
365,3,5,25,8,0,2,1,2,0,1220,2,1,4,1360,1,2,4,1,0,0,2,2,2,63,0,0,0,26,187500,527182110
366,2,5,25,3,748,0,2,0,3,2216,0,1,4,2234,2,0,9,1,2,0,0,3,2,0,60,6,5,2,335000,527214050
367,2,5,25,8,464,2,2,0,2,2046,0,1,4,2046,2,2,7,1,2,0,0,3,2,322,82,6,5,2,335000,527254020
368,2,5,25,5,16,2,2,0,0,1530,0,1,4,1530,2,2,7,1,2,0,0,2,2,168,36,9,4,5,260000,527258020
369,13,5,8,1,157,3,2,2,3,1122,0,1,4,1934,2,4,6,1,5,0,3,2,1,0,176,9,4,33,185000,527276160
371,2,5,19,0,0,3,1,2,3,1362,4,1,4,1586,2,4,7,1,5,0,3,2,2,192,0,9,4,31,181000,527302175
373,2,5,19,0,126,2,1,2,3,1602,2,1,4,1602,2,2,8,1,5,0,0,2,2,240,0,9,4,33,215000,527326150
374,13,5,19,5,256,3,1,2,3,832,4,1,4,2050,2,2,8,1,5,0,2,2,2,192,192,9,0,32,154000,527352150
375,2,5,19,0,101,3,2,5,3,1427,4,1,4,1671,2,4,7,1,5,0,2,2,2,252,55,9,4,32,200000,527353020
376,13,5,19,5,229,3,1,2,3,1043,4,1,4,2468,2,2,9,1,5,2,2,2,2,178,84,9,4,30,249000,527353060
377,10,5,19,5,225,3,1,2,0,1372,4,1,4,1472,2,4,6,2,5,0,3,2,2,233,48,9,4,30,187500,527354100
379,2,5,19,8,0,2,2,2,3,2524,4,1,4,2468,2,2,9,1,2,0,0,2,2,474,120,9,4,29,278000,527355150
380,2,5,19,5,206,3,1,2,3,1271,4,1,4,1601,2,4,7,1,5,0,2,2,2,0,0,0,0,32,157000,527356040
381,2,5,19,5,189,3,1,2,3,1090,4,1,4,1370,2,4,6,1,5,0,2,2,2,0,0,9,3,34,152000,527359050
382,13,5,19,1,44,3,1,5,3,780,0,1,4,1868,2,2,9,1,5,0,3,2,2,448,96,9,4,34,197500,527359180
383,13,2,23,5,0,2,2,2,2,926,0,1,4,1884,2,0,7,1,0,0,2,2,2,0,35,9,4,7,240900,527364030
385,13,2,23,8,0,2,2,2,3,1058,0,1,4,1874,2,2,7,1,5,0,0,2,2,0,134,9,4,10,220000,527366030
386,13,2,23,8,0,2,2,2,3,972,0,1,4,1811,2,2,7,1,2,0,2,2,2,225,48,9,4,8,235000,527368010
387,2,5,19,1,161,3,1,2,0,1621,4,1,4,1621,2,4,7,2,1,0,2,2,2,0,0,9,4,35,213000,527375100
388,2,5,19,0,196,3,1,5,3,1116,0,1,4,1116,2,4,6,1,5,0,2,2,2,0,0,9,4,36,167900,527375180
390,2,5,19,0,174,3,1,2,3,1064,4,1,4,1350,2,4,7,1,5,0,2,2,2,0,0,9,4,36,165000,527376100
394,2,5,15,0,0,3,1,5,3,1026,2,1,4,1026,1,2,5,0,3,4,2,2,2,171,48,9,4,41,156000,527403040
395,2,5,15,1,0,3,1,5,3,1180,4,1,4,1180,1,4,6,0,3,0,2,2,2,0,45,0,4,40,128000,527404020
397,2,5,15,2,0,3,1,5,3,864,4,1,4,864,1,4,5,0,3,4,3,2,2,210,0,9,0,40,88250,527405130
399,2,5,15,2,0,3,1,5,3,864,0,1,4,864,1,4,5,0,3,4,3,2,2,0,0,9,4,40,124500,527405180
401,2,5,15,2,0,3,1,5,3,864,2,1,4,864,1,4,5,0,3,4,3,2,2,200,0,9,4,39,130000,527425110
403,14,6,2,1,312,3,1,5,3,765,4,1,4,1365,1,4,7,0,3,0,3,2,2,0,36,9,4,40,125000,527451110
404,14,6,2,1,142,3,1,5,3,630,4,1,4,1302,2,4,6,0,3,4,3,1,2,0,0,0,0,39,112000,527451320
405,14,6,2,0,425,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,38,97000,527451540
406,14,6,2,0,510,3,1,5,3,483,2,1,4,987,1,2,5,0,3,4,3,1,2,250,0,9,4,38,118000,527451640
408,3,5,16,0,0,3,1,2,3,958,4,1,4,958,2,4,5,0,3,0,2,2,2,0,60,9,4,34,143750,527452060
409,14,5,16,0,0,3,1,2,3,804,4,1,4,1548,2,4,7,1,5,4,2,2,2,108,0,9,4,34,146000,527453050
410,14,5,16,0,0,3,1,2,3,855,4,1,4,1456,2,4,7,1,5,0,3,2,2,87,0,9,4,34,148500,527453060
411,3,5,16,5,0,3,1,2,3,1057,4,1,4,1055,2,4,4,1,1,0,2,2,2,0,27,9,4,35,123000,527453140
413,14,5,16,0,0,3,1,2,3,855,4,1,4,1456,2,4,6,1,5,0,3,2,2,0,28,9,4,33,137900,527454130
415,14,5,16,0,0,3,1,5,3,855,4,1,4,1441,2,4,7,1,5,0,3,2,2,28,0,9,4,32,148500,527455060
416,14,5,16,0,0,2,1,2,3,855,4,1,4,1456,2,4,6,1,5,0,0,2,2,147,0,9,4,32,138000,527455080
417,3,5,16,5,0,3,1,5,3,836,4,1,4,864,1,4,5,0,3,0,3,1,2,150,20,9,4,34,128500,527455090
418,2,5,15,1,60,3,1,5,3,892,4,1,4,892,1,4,5,0,3,0,2,1,2,0,0,9,4,43,100000,527455240
422,13,5,18,3,860,0,2,0,3,1926,0,1,4,2468,3,0,11,2,2,2,0,3,2,144,78,6,5,2,335000,528104070
423,2,5,18,7,200,0,2,0,1,3094,0,1,4,2402,2,0,10,2,2,0,0,3,2,0,72,9,4,2,335000,528106020
424,2,5,18,3,300,2,2,0,3,1652,0,1,4,1652,2,0,6,2,0,0,0,2,2,404,102,9,4,4,325000,528106070
425,2,5,18,8,640,2,2,2,3,1566,0,1,4,1600,2,2,7,1,2,0,2,3,2,0,56,9,4,3,256300,528108010
426,2,5,18,8,306,0,2,0,3,2042,0,1,4,2042,2,0,8,1,2,0,2,3,2,0,90,6,5,2,253293,528108020
427,13,5,18,3,0,2,2,0,3,1365,0,1,4,2468,2,0,8,1,2,0,2,3,2,0,197,6,5,1,335000,528108040
428,13,5,18,3,154,0,2,0,0,1104,0,1,4,2184,2,0,10,1,2,0,0,3,2,0,102,9,4,2,335000,528108070
429,2,5,18,3,450,0,2,0,0,2020,0,1,4,2020,2,0,7,1,2,0,2,3,2,192,98,9,4,2,335000,528108130
430,2,5,18,7,305,0,1,0,3,2006,0,1,4,2020,2,0,9,1,2,0,0,3,2,156,54,6,5,1,335000,528108140
431,13,5,18,7,420,0,2,0,1,1722,0,1,4,2296,2,0,10,1,2,2,2,3,2,382,274,4,4,2,335000,528110010
432,2,5,18,7,472,0,2,0,1,2630,0,1,4,2468,2,0,8,2,2,0,0,3,2,360,50,9,4,3,335000,528110020
433,13,5,18,3,424,0,2,0,1,1734,0,1,4,2468,3,0,12,1,2,2,2,3,2,52,170,6,5,2,335000,528110090
434,2,5,18,3,302,0,2,0,3,1736,0,1,4,1736,2,0,7,1,2,0,2,3,2,319,90,9,4,2,335000,528112040
435,2,5,18,8,238,2,2,0,1,1782,0,1,4,1782,2,2,7,2,2,0,0,3,2,99,82,9,4,6,296000,528116010
436,13,5,18,8,20,2,2,0,0,1508,0,1,4,2468,2,0,10,1,2,2,0,3,2,192,273,9,3,3,335000,528118060
437,2,5,18,8,250,2,2,0,0,1709,0,1,4,1717,2,2,7,1,2,0,2,3,2,169,39,9,4,4,255500,528120020
439,2,5,18,8,262,2,2,0,0,1713,0,1,4,1713,2,0,7,1,2,0,0,3,2,0,26,9,4,6,274900,528120160
440,2,5,18,3,122,2,2,0,0,1504,0,1,4,1531,2,0,6,1,2,0,0,3,2,184,52,9,4,4,300000,528120170
442,13,5,18,3,216,2,2,0,3,1462,0,1,4,2224,2,0,10,1,2,0,0,3,2,184,0,9,4,6,335000,528142040
443,2,5,18,8,42,2,2,0,2,1836,0,1,4,1836,2,2,7,1,2,0,0,3,2,125,185,9,4,6,280000,528142090
446,2,5,18,5,268,2,2,2,3,1502,0,1,4,1502,2,2,7,0,3,0,2,2,2,0,114,6,5,1,233170,528144020
449,13,5,18,8,186,2,2,2,3,1082,0,1,4,2400,3,2,10,1,2,2,0,3,2,114,40,9,4,7,290000,528168030
453,3,5,18,0,135,2,2,2,0,1306,0,1,4,1306,2,2,5,1,2,0,2,2,2,170,63,9,4,5,184500,528174070
454,3,5,18,5,176,2,2,2,3,1350,0,1,4,1358,2,2,6,1,2,0,2,2,2,192,26,9,4,3,212500,528175050
455,3,5,18,5,166,2,2,2,3,1314,0,1,4,1314,2,2,6,1,2,0,2,2,2,172,62,9,4,3,230000,528175060
457,2,5,18,8,470,2,2,0,1,2200,0,1,4,2200,2,0,8,1,2,0,0,3,2,208,55,9,4,7,335000,528178010
461,3,5,18,8,176,2,2,2,3,1324,0,1,4,1324,2,2,6,1,2,0,0,2,2,192,38,9,4,4,254000,528186180
462,3,5,18,5,163,2,2,2,3,1405,0,1,4,1405,2,2,6,1,5,0,2,2,2,148,36,9,4,7,173000,528188020
464,13,5,8,5,0,2,2,2,3,728,0,1,4,1456,2,2,8,1,2,0,0,2,2,100,0,9,4,5,184000,528218090
466,13,5,8,0,0,2,2,2,3,742,0,1,4,1484,2,2,8,1,2,0,0,2,2,36,24,9,4,5,174000,528221060
468,3,5,0,5,130,2,2,2,3,1373,0,1,4,1555,2,2,7,1,5,0,0,3,2,143,20,9,4,3,174000,528228290
469,3,5,0,5,130,2,2,2,3,1386,0,1,4,1569,2,2,7,1,5,0,2,3,2,143,20,9,4,3,175900,528228295
474,13,5,8,5,0,2,2,2,3,716,0,1,4,1432,2,2,6,1,2,0,0,2,2,100,51,9,4,6,188500,528235010
475,13,5,8,0,0,2,2,2,3,1010,0,1,4,2267,2,2,8,1,5,2,2,2,2,120,46,4,4,8,200000,528235090
477,13,5,8,5,200,2,2,2,3,868,0,1,4,1630,2,2,7,1,2,2,0,2,2,120,48,9,4,6,189500,528240030
478,10,5,8,8,0,2,2,2,3,408,0,1,4,1419,2,2,7,1,5,2,0,2,2,120,0,9,4,8,184100,528240060
479,13,5,8,5,0,2,2,2,2,846,0,1,4,1594,2,2,7,1,2,0,0,2,2,300,48,9,4,6,195500,528240150
480,13,5,8,5,0,2,2,2,3,782,0,1,4,1489,2,2,8,1,2,0,0,2,2,0,75,9,4,7,192000,528250020
481,13,5,8,5,0,2,2,2,3,698,0,1,4,1342,2,2,7,1,5,0,0,2,2,100,56,9,4,7,178000,528250040
483,13,5,8,5,0,2,2,2,3,952,0,1,4,2256,2,2,8,1,5,2,0,2,2,224,54,9,4,10,236000,528275070
485,13,5,8,0,40,2,2,2,3,992,0,1,4,2054,2,2,7,1,5,2,2,2,2,24,48,9,4,10,244000,528280230
486,10,5,8,5,0,2,2,2,2,384,0,1,4,1374,2,2,7,0,3,2,0,2,2,0,0,9,4,6,167000,528290030
488,13,5,8,0,0,3,2,2,3,794,0,1,4,1514,2,4,7,1,5,0,0,2,2,0,72,9,4,10,190000,528290180
489,10,5,8,5,0,3,2,2,3,384,0,1,4,1430,2,4,7,1,5,2,2,2,2,0,0,9,4,11,156000,528290190
491,13,5,8,0,0,3,2,2,3,841,0,1,4,1675,2,4,7,1,5,2,0,2,2,0,103,9,4,11,181000,528292040
492,13,5,8,5,298,2,2,2,3,992,0,1,4,2060,2,2,8,1,5,2,2,2,2,0,0,9,4,11,214000,528292070
494,13,5,17,8,673,2,2,2,2,1252,0,1,4,2365,2,2,8,1,2,0,2,3,2,0,128,9,4,11,335000,528315090
495,13,5,17,8,506,2,2,2,3,1462,0,1,4,2468,2,0,9,1,5,0,0,3,2,0,146,9,4,15,335000,528321010
497,13,5,17,8,731,2,2,2,2,1284,0,1,4,2450,2,2,7,1,5,0,0,3,2,0,126,9,4,12,335000,528344040
498,13,5,17,8,975,2,2,2,3,1225,0,1,4,2468,2,2,8,1,5,0,0,3,2,250,0,9,4,12,335000,528344100
500,2,5,17,8,634,2,2,2,0,2024,0,1,4,2063,2,2,7,2,2,0,0,3,2,182,56,9,4,16,315000,528363050
501,13,5,17,5,256,2,2,2,1,1347,0,1,4,2468,2,2,9,1,5,0,2,3,2,340,60,9,4,17,260000,528365070
502,13,5,17,5,286,2,2,2,3,1070,0,1,4,2061,2,2,7,1,5,0,0,2,2,296,102,9,4,15,260000,528385050
504,13,5,17,8,528,2,2,2,3,1629,0,1,4,2448,2,2,8,1,5,0,2,3,2,517,76,9,4,16,335000,528390100
506,2,5,23,8,72,2,2,2,3,1468,0,1,4,1468,2,2,6,1,2,0,0,3,2,210,150,6,5,2,244600,528427020
507,2,5,23,8,240,2,2,2,2,1696,0,1,4,1696,2,2,7,0,3,0,2,3,2,120,56,9,4,2,275000,528431020
508,2,5,23,8,294,2,2,2,3,1614,0,1,4,1658,2,2,7,1,2,0,0,3,2,144,44,9,4,2,257500,528431070
509,2,5,23,8,194,2,2,2,3,1573,0,1,4,1578,2,0,7,1,2,0,0,3,2,0,36,6,5,2,287090,528435030
510,2,5,23,8,260,2,2,2,0,1702,0,1,4,1702,2,2,7,1,2,0,2,3,2,0,69,9,4,3,275500,528435050
511,2,5,23,8,206,2,2,0,0,1422,0,1,4,1432,2,2,7,1,2,0,0,2,2,297,50,9,4,4,245000,528439060
512,13,5,23,5,0,2,2,2,2,1113,0,1,4,1971,2,2,8,1,2,0,2,2,2,0,48,9,4,5,253000,528441020
513,2,5,23,3,198,0,2,0,1,2458,0,1,4,2468,2,0,9,2,2,0,0,3,2,70,226,9,4,5,335000,528441090
515,13,2,23,8,0,2,2,2,3,768,0,1,4,1590,2,2,6,0,3,0,2,2,2,0,30,9,4,2,210000,528456220
516,2,2,23,0,0,2,2,2,3,1218,0,1,4,1218,2,2,4,0,3,0,0,2,2,0,102,6,5,1,208300,528456240
517,2,2,23,5,0,2,2,0,3,1436,0,1,4,1436,2,2,6,0,3,0,0,2,2,0,121,6,5,2,225000,528458020
518,2,2,23,8,72,2,2,2,2,1300,0,1,4,1314,2,2,6,0,3,0,2,2,2,135,112,6,5,1,229456,528458040
519,2,2,23,5,0,2,2,2,3,1402,0,1,4,1402,2,2,7,0,3,0,2,2,2,205,126,9,4,2,229800,528458060
520,2,2,23,3,120,2,2,2,0,1530,0,1,4,1530,2,2,7,1,2,0,2,3,2,212,136,9,4,3,250000,528458140
522,2,2,23,8,238,2,2,2,3,1372,0,1,4,1448,2,2,6,1,2,0,2,2,2,0,140,9,4,4,238500,528458180
523,13,2,23,7,160,0,2,0,0,1017,0,1,4,2007,2,0,10,1,0,0,0,3,2,168,52,9,4,2,310000,528477050
524,13,2,23,8,121,2,2,0,3,900,0,1,4,1795,2,2,8,1,2,0,0,3,2,168,45,9,4,4,270000,528477070
525,13,2,23,8,0,2,2,2,2,1082,0,1,4,1953,2,2,9,1,2,0,2,3,2,160,50,9,4,5,252000,528480040
526,13,2,23,5,100,2,2,2,3,1092,0,1,4,1550,2,2,7,0,3,0,0,2,2,0,168,9,4,4,241000,528480130
528,2,2,23,5,0,2,2,2,3,1652,0,1,4,1662,2,0,8,1,2,0,2,3,2,168,120,9,4,4,291000,528482040
529,13,2,23,5,0,2,2,2,3,912,0,1,4,2094,2,2,8,1,2,2,0,2,2,182,182,9,4,7,263000,528482130
530,2,2,23,5,0,2,2,2,3,1221,0,1,4,1221,2,2,6,0,3,0,2,2,2,0,113,9,4,6,185000,528488100
531,2,2,23,5,0,2,2,2,3,1553,0,1,4,1553,2,2,6,0,3,0,2,2,2,192,88,9,4,7,234500,528490040
532,13,2,23,5,0,2,2,2,3,812,0,1,4,1653,2,2,6,0,3,0,2,2,2,0,45,9,4,7,209000,528490070
534,2,5,22,5,0,2,2,2,3,1141,0,1,4,1141,1,2,6,0,3,4,2,2,2,182,0,9,4,4,152000,531363030
536,13,5,22,5,0,2,2,2,1,835,0,1,4,1812,2,2,8,0,3,2,2,2,2,146,91,9,4,6,193000,531369010
537,2,5,22,8,264,2,2,2,1,1512,0,1,4,1512,2,2,6,0,3,0,2,3,2,210,36,9,4,6,203000,531369020
538,2,5,22,5,0,2,2,2,3,1176,0,1,4,1200,2,2,5,0,3,0,2,2,2,0,41,9,4,7,184900,531371050
539,2,5,22,5,0,2,2,2,3,1114,0,1,4,1114,1,2,6,0,3,4,3,2,2,248,102,9,4,6,159000,531375040
540,2,5,22,1,0,3,2,2,3,1114,0,1,4,1114,1,2,6,0,3,6,1,0,2,0,39,9,4,6,142000,531375090
541,2,5,22,1,0,3,2,2,3,1114,0,1,4,1114,2,2,6,0,3,4,3,2,2,0,42,9,4,7,153000,531375130
542,2,5,22,5,140,2,2,2,3,1450,0,1,4,1450,2,2,6,0,3,0,2,3,2,0,93,6,5,2,224243,531376090
543,13,5,22,5,132,2,2,2,3,913,0,1,4,2122,2,2,8,1,5,0,2,2,2,0,74,9,4,14,220000,531379050
545,2,5,22,5,0,2,2,2,3,1454,0,1,4,1434,2,2,6,1,5,0,2,2,2,290,39,9,4,9,189000,531385020
546,13,5,22,0,0,2,2,2,3,816,0,1,4,1730,2,2,6,0,3,0,2,2,2,0,91,9,4,18,171500,531450120
547,14,5,22,0,0,3,1,2,3,626,4,1,4,1217,1,4,6,1,5,0,2,1,2,0,28,9,4,30,120000,531452010
548,3,5,22,0,0,2,2,2,3,1332,2,1,4,1332,2,2,5,0,3,0,2,2,2,0,60,9,4,20,145000,531452070
549,13,5,22,5,0,2,2,2,3,754,0,1,4,1540,2,2,6,0,3,0,2,2,2,140,32,9,4,16,184000,531452260
550,13,5,22,0,141,3,1,2,3,676,4,1,4,1400,2,4,6,0,3,0,2,2,2,0,48,9,4,24,162000,531453100
551,0,5,22,0,0,3,3,3,4,0,4,1,4,1882,2,4,8,2,5,0,3,2,2,0,0,9,4,29,160000,531475220
553,7,4,22,0,0,3,0,1,3,784,4,0,0,864,1,4,5,0,3,4,3,2,0,0,0,9,4,82,88250,531479020
554,2,5,21,1,0,3,1,5,3,980,2,1,4,980,1,4,5,0,3,4,3,2,2,0,28,9,4,48,110000,532353020
555,2,5,21,1,153,3,1,5,3,980,4,1,4,980,1,4,6,0,3,4,3,2,2,192,0,9,4,33,135000,532353130
558,2,5,21,1,0,3,1,5,3,1024,2,1,4,1020,2,4,5,0,3,0,3,1,2,171,0,7,3,45,124100,532376070
560,2,5,21,1,0,3,1,5,3,864,0,1,4,1144,1,4,6,1,5,0,2,1,2,165,0,9,4,49,131400,532377130
563,2,5,27,8,115,2,1,2,1,2014,2,1,4,2014,2,2,6,2,2,0,2,3,2,462,0,9,4,30,275000,532478020
566,14,2,23,0,76,2,2,2,0,612,0,1,4,1224,2,2,4,0,3,4,2,2,2,0,234,6,5,1,164500,533210010
567,14,2,23,0,76,2,2,2,0,612,0,1,4,1224,2,2,4,0,3,4,2,2,2,0,234,6,5,1,173733,533210020
568,3,2,23,0,280,2,2,2,3,1726,0,1,4,1726,2,2,6,1,2,0,0,2,2,0,254,6,5,2,222000,533213010
572,14,2,23,5,218,2,2,2,3,691,0,1,4,1452,2,2,6,0,3,4,3,2,2,0,34,9,4,11,156000,533223030
573,14,2,23,8,456,2,2,2,3,970,0,1,4,1739,2,2,7,0,3,0,0,2,2,115,0,9,0,11,172500,533236050
574,2,5,27,8,450,0,1,2,1,1694,0,1,4,1694,2,0,5,1,2,0,0,2,2,501,120,9,4,33,318750,533252040
575,3,5,10,8,0,2,1,2,1,1226,4,1,4,1226,1,2,4,2,5,0,0,2,2,133,78,9,4,29,211500,533253070
576,2,5,27,5,0,2,1,2,2,1740,4,1,4,1740,1,2,7,0,3,0,2,2,2,228,20,9,4,29,241600,533254050
577,10,5,27,8,200,2,1,5,3,392,0,1,4,2468,2,4,5,1,2,0,3,2,2,0,64,9,0,34,180500,533254110
578,2,5,21,2,0,3,1,5,3,1281,0,1,4,1620,2,4,8,1,5,0,3,2,2,120,78,9,4,34,150000,533352150
579,13,5,19,0,0,3,1,5,3,727,0,1,4,1556,1,4,8,0,3,0,3,2,2,0,0,9,4,42,154000,534125080
580,2,5,19,0,571,3,1,5,3,1442,4,1,4,1442,2,4,6,1,5,0,2,2,2,371,0,9,4,40,185000,534127130
582,13,5,19,5,240,3,1,2,2,1107,0,1,4,2090,2,4,7,2,5,0,2,2,2,235,204,9,4,37,200000,534128010
584,13,5,19,0,0,3,1,5,3,723,4,1,4,1395,1,4,6,1,5,0,3,2,2,294,116,9,4,38,162000,534128100
585,13,5,19,0,256,3,2,5,3,932,2,1,4,2468,2,2,8,1,5,0,2,2,2,0,120,9,4,43,256900,534128190
586,10,5,19,0,359,3,1,2,0,1680,1,1,4,1724,1,4,7,1,2,0,2,2,2,0,0,9,4,43,197900,534129080
587,2,5,19,1,128,3,1,2,2,1288,4,1,4,1336,2,4,6,1,1,0,2,2,2,312,11,9,4,41,163000,534129370
592,13,5,19,8,0,2,2,2,3,810,0,1,4,1665,2,2,6,0,3,0,0,2,2,0,45,9,4,9,227000,534177230
593,2,5,15,1,0,3,2,5,3,864,4,1,4,864,1,4,5,0,3,0,0,1,2,0,0,9,4,43,130000,534200030
597,9,5,19,0,509,3,1,2,0,1232,1,1,4,1320,2,4,5,1,2,0,2,2,2,0,20,9,4,39,172500,534251030
598,2,5,19,0,0,3,1,5,3,1372,4,1,4,1342,2,4,7,1,2,0,3,2,2,0,0,9,4,43,161500,534252240
602,2,5,15,2,160,3,1,5,3,1040,4,1,4,1362,1,4,6,1,2,0,2,3,2,0,0,9,4,53,140000,534277090
